,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
376,Taos,0,US,1565886860,37,36.41,-105.57,80.01,6.93
377,Soto la Marina,100,MX,1565886860,24,23.77,-98.21,100.96,2.77
378,Zyryanka,12,RU,1565886861,64,65.73,150.89,47.68,7.54
379,Vermilion,40,CA,1565886861,68,53.35,-110.85,66.2,9.17
380,Tautira,20,PF,1565886719,78,-17.73,-149.15,71.6,3.36
381,Samarai,96,PG,1565886862,95,-10.62,150.67,73.6,6.29
382,College,90,US,1565886609,93,64.86,-147.8,55.4,5.82
383,Balakhta,76,RU,1565886863,70,55.38,91.62,57.04,7.38
384,Nichinan,96,JP,1565886761,88,31.65,131.31,76.12,6.91
385,Beirut,20,LB,1565886864,66,33.9,35.48,84.99,4.7
386,Gbarnga,94,LR,1565886864,96,7.0,-9.47,74.86,4.18
387,Antigonish,1,CA,1565886865,47,45.62,-61.99,78.01,10.29
388,Yumen,100,CN,1565886865,22,40.29,97.04,76.84,32.03
389,Porto Novo,20,BR,1565886865,45,-23.68,-45.44,68.0,8.05
390,Serebryansk,86,KZ,1565886866,95,49.68,83.3,53.98,4.65
391,High Level,75,CA,1565886866,82,58.52,-117.13,59.0,4.7
392,Mujiayingzi,100,CN,1565886867,82,42.12,118.78,55.96,3.22
393,Katobu,16,ID,1565886867,96,-4.94,122.53,70.36,4.07
394,Coruripe,32,BR,1565886867,89,-10.12,-36.18,72.52,11.7
395,Champasak,99,LA,1565886868,94,14.89,105.88,76.48,5.19
396,Mareeba,90,AU,1565886869,77,-16.99,145.42,71.01,12.75
397,Mogapi,0,BW,1565886870,56,-22.32,27.84,73.4,12.75
398,Plast,3,RU,1565886870,85,54.37,60.81,59.38,1.97
399,Manicore,32,BR,1565886871,29,-5.81,-61.3,93.4,5.14
400,Sioux Lookout,75,CA,1565886871,49,50.1,-91.92,73.4,9.17
401,Kuldur,100,RU,1565886871,99,49.22,131.63,59.38,6.13
402,Monticello,75,US,1565886709,69,40.03,-88.57,75.99,9.17
403,Nishihara,75,JP,1565886781,88,35.74,139.53,84.2,29.97
404,Xinzhi,75,TW,1565886873,83,22.54,120.62,84.2,14.99
405,Shubarshi,0,KZ,1565886873,38,48.59,57.19,71.98,7.76
406,Bubaque,61,GW,1565886873,82,11.28,-15.83,79.0,13.35
407,Kaitangata,100,NZ,1565886813,81,-46.28,169.85,41.0,5.01
408,Omboue,1,GA,1565886874,86,-1.57,9.26,74.14,14.12
409,Aberdeen,90,US,1565886668,88,46.98,-123.82,66.0,4.7
410,Lyaskelya,83,RU,1565886875,93,61.77,31.02,52.0,5.44
411,Ambilobe,12,MG,1565886876,70,-13.19,49.05,71.08,3.94
412,Northam,0,AU,1565886876,93,-31.65,116.67,42.8,1.12
413,El Alto,20,BO,1565886877,26,-16.5,-68.19,57.2,9.17
414,Petrovskoye,20,RU,1565886877,72,56.26,36.47,64.4,8.95
415,Camabatela,0,AO,1565886877,22,-8.19,15.37,78.64,3.56
416,Talca,90,CL,1565886878,100,-35.43,-71.66,50.0,5.82
417,Bluffton,75,US,1565886878,88,40.74,-85.17,79.0,3.36
418,La Ronge,20,CA,1565886719,72,55.1,-105.3,66.2,11.41
419,Hualmay,32,PE,1565886879,89,-11.1,-77.61,60.46,11.01
420,Klyuchi,100,RU,1565886879,88,52.25,79.17,62.08,6.67
421,Henties Bay,0,NA,1565886778,77,-22.12,14.28,64.99,11.99
422,Pacific Grove,1,US,1565886829,64,36.62,-121.92,80.01,3.36
423,Pangkalanbuun,50,ID,1565886880,96,-2.68,111.62,71.62,1.7
424,Ambovombe,1,MG,1565886880,75,-25.18,46.09,70.0,17.49
425,Alta Floresta,0,BR,1565886881,26,-9.87,-56.08,95.0,10.29
426,Pacasmayo,100,PE,1565886881,95,-7.4,-79.57,60.64,10.89
427,Broome,40,GB,1565886793,45,52.47,1.45,70.0,19.46
428,Flinders,0,AU,1565886882,53,-34.58,150.85,54.0,14.99
429,Sisimiut,100,GL,1565886882,90,66.94,-53.67,42.1,9.89
430,Qasigiannguit,75,GL,1565886883,75,68.82,-51.19,44.6,6.93
431,Juneau,90,US,1565886637,93,58.3,-134.42,59.0,3.36
432,Pontianak,40,ID,1565886884,88,-0.02,109.34,80.6,17.9
433,Saint Anthony,1,US,1565886820,42,43.97,-111.68,73.0,6.76
434,Greenville,75,US,1565886884,66,34.85,-82.4,89.01,2.86
435,Tias,20,ES,1565886885,62,28.96,-13.65,84.2,24.16
436,Monrovia,75,LR,1565886885,83,6.33,-10.8,82.4,5.82
437,Jidong,100,CN,1565886885,99,45.25,131.14,65.86,8.08
438,Backo Petrovo Selo,0,RS,1565886886,46,45.71,20.08,66.58,6.64
439,Ende,0,ID,1565886886,78,-8.84,121.65,75.04,4.72
440,Muli,0,CN,1565886887,79,28.08,109.56,73.78,1.5
441,Hofn,40,IS,1565886808,66,64.25,-15.21,53.6,8.05
442,Takoradi,32,GH,1565886887,76,4.89,-1.75,77.92,6.89
443,Garoua Boulai,34,CM,1565886888,94,5.88,14.55,68.74,2.42
444,Kurchum,99,KZ,1565886888,72,48.57,83.65,60.28,2.93
445,Sangar,100,RU,1565886889,49,63.92,127.47,63.52,6.67
446,Alekseyevka,0,RU,1565886889,46,53.25,50.49,73.4,4.47
447,Muscat,0,OM,1565886624,66,23.6,58.55,91.4,3.36
448,Altayskoye,100,RU,1565886890,98,51.95,85.34,59.02,8.39
449,Semme,90,FR,1565886891,56,46.2,1.5,68.0,6.93
450,Najran,40,SA,1565886891,19,17.54,44.22,95.0,9.17
451,Coihaique,0,CL,1565886892,51,-45.58,-72.07,39.2,0.6
452,Baijiantan,100,CN,1565886892,44,45.63,85.18,68.74,25.19
453,Keuruu,90,FI,1565886893,62,62.26,24.71,60.01,11.41
454,Mandurah,40,AU,1565886893,93,-32.55,115.7,51.01,10.29
455,Manuk Mangkaw,1,PH,1565886893,76,4.8,119.85,82.78,6.71
456,Port Hedland,55,AU,1565886894,93,-20.31,118.58,64.4,8.05
457,Kosmynino,0,RU,1565886894,77,57.55,40.74,62.6,6.71
458,Paamiut,23,GL,1565886894,90,61.99,-49.67,40.84,5.53
459,Paola,40,IT,1565886895,65,39.36,16.04,84.99,19.46
460,Vytegra,13,RU,1565886895,74,61.01,36.45,59.56,15.73
461,Prieska,0,ZA,1565886895,22,-29.67,22.74,62.8,3.8
462,Kununurra,9,AU,1565886736,62,-15.77,128.74,57.2,2.24
463,Lincoln,75,GB,1565886666,52,53.23,-0.54,68.0,12.75
464,Boddam,0,GB,1565886896,48,57.47,-1.78,62.6,17.22
465,Khorramshahr,20,IR,1565886897,23,30.43,48.18,105.8,6.93
466,Ayan,68,IR,1565886897,38,38.23,44.7,66.58,2.93
467,Waddan,16,LY,1565886898,35,29.16,16.14,90.16,19.33
468,Perivolion,20,GR,1565886898,38,39.42,20.01,87.8,18.34
469,Pasighat,70,IN,1565886898,97,28.06,95.33,71.62,1.95
470,Sompeta,95,IN,1565886899,84,18.93,84.6,80.26,4.7
471,Myski,83,RU,1565886899,92,53.71,87.8,59.92,1.95
472,Kavieng,99,PG,1565886723,72,-2.57,150.8,82.78,6.17
473,Emerald,90,AU,1565886900,82,-23.53,148.16,60.8,5.82
474,Palu,30,ID,1565886900,92,-0.9,119.87,73.6,2.19
475,Dossor,0,KZ,1565886901,38,47.52,52.98,79.54,2.73
476,Havoysund,75,NO,1565886901,93,71.0,24.66,46.4,10.29
477,Puqi,0,CN,1565886901,68,29.72,113.88,79.0,4.5
478,Soyo,20,AO,1565886767,69,-6.13,12.37,78.8,6.93
479,Rapid Valley,1,US,1565886902,64,44.06,-103.15,71.01,12.1
480,Meiktila,100,MM,1565886903,83,20.88,95.86,77.92,10.16
481,Aswan,0,EG,1565886881,16,24.09,32.9,104.0,12.75
482,La Pila,40,EC,1565886903,69,-1.11,-80.58,80.6,11.41
483,Quelimane,37,MZ,1565886904,91,-17.88,36.89,68.02,3.94
484,Gamba,71,CN,1565886904,66,28.28,88.52,46.6,6.31
485,Clyde,98,NZ,1565886905,54,-45.19,169.32,45.0,5.7
486,Keflavik,75,IS,1565886906,66,64.0,-22.56,53.6,8.05
487,Bad Waldsee,75,DE,1565886906,77,47.92,9.75,70.0,4.7
488,Morondava,0,MG,1565886907,58,-20.3,44.28,79.9,19.13
489,Puerto del Rosario,0,ES,1565886907,74,28.5,-13.86,84.2,17.22
490,San Jeronimo,20,PE,1565886907,328,-13.65,-73.37,37.4,10.29
491,Manyana,5,AU,1565886908,53,-35.26,150.51,54.0,14.99
492,Vysokogornyy,100,RU,1565886908,99,50.1,139.13,51.1,6.58
493,Rio Gallegos,0,AR,1565886782,55,-51.62,-69.22,35.6,11.41
494,Kijang,75,KR,1565886622,78,35.24,129.21,80.6,5.82
495,Altamira,75,BR,1565886909,66,-3.2,-52.21,87.8,5.82
496,Tommot,78,RU,1565886909,94,58.97,126.27,50.2,1.86
497,Bayonet Point,40,US,1565886621,79,28.33,-82.68,89.01,8.05
498,Nouadhibou,0,MR,1565886910,61,20.93,-17.03,78.8,21.92
499,Ust-Maya,99,RU,1565886910,64,60.42,134.54,58.12,8.79
500,Anito,100,PH,1565886911,91,12.45,125.29,76.84,3.33
501,Vila Velha,20,BR,1565886775,52,-3.71,-38.6,87.8,21.92
502,Puerto Ayacucho,40,CO,1565886912,83,5.66,-67.63,78.8,10.09
503,Tucuman,0,PE,1565886912,12,-17.17,-70.89,72.16,12.39
504,Hadgaon,100,IN,1565886912,87,19.5,77.66,76.66,5.35
505,Grand Forks,90,US,1565886913,88,47.91,-97.06,66.2,5.82
506,Waipawa,0,NZ,1565886913,95,-39.94,176.59,42.01,4.0
507,Punta Alta,0,AR,1565886914,43,-27.46,-55.82,69.8,8.05
508,Lata,99,IN,1565886914,95,30.78,78.62,46.42,1.52
509,Deputatskiy,0,RU,1565886915,80,69.3,139.9,43.0,1.25
510,Wamba,37,CD,1565886915,95,2.14,27.99,69.46,1.95
511,Los Llanos de Aridane,20,ES,1565886861,73,28.66,-17.92,77.0,16.11
512,Black River,20,JM,1565886915,66,18.03,-77.85,89.6,18.34
513,Mao,40,DO,1565886893,52,19.55,-71.08,93.2,16.11
514,Pocosol,75,CR,1565886917,78,10.37,-84.62,71.6,1.12
515,Rubio,75,VE,1565886917,54,7.7,-72.36,82.4,19.46
516,Rognan,75,NO,1565886918,82,67.1,15.4,57.0,6.93
517,Jalu,0,LY,1565886918,23,29.03,21.55,90.16,8.39
518,Teya,40,MX,1565886919,62,21.05,-89.07,91.99,10.29
519,Gimli,1,CA,1565886919,56,50.63,-96.99,73.0,3.0
520,Buchanan,75,LR,1565886920,83,5.88,-10.05,82.4,5.82
521,Batagay-Alyta,0,RU,1565886920,78,67.8,130.41,48.04,5.88
522,Kamiiso,100,JP,1565886920,97,41.82,140.65,72.7,6.73
